Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorola,Moto G 4G,MOTOG 4G 8G,8,"'peregrine', 'thea', 'thea_ds', 'thea_umtsds'",,,£135.00,http://www.trustedreviews.com/motorola-moto-g-review,Android,4.4.2,5.1.1,1200,4,1024,Y,114.3,720x1280,5,Y,850 / 900 / 1800 / 1900,6/14,,http://www.gsmarena.com/motorola_moto_g_4g-6355.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorola,Moto G (2nd gen),MOTOG 5IN,8,"'titan_udstv', 'titan_udstv', 'titan_umts', 'titan_umtsds'",,,£140,http://www.techradar.com/reviews/phones/mobile-phones/moto-g-2014-1263344/review,Android,4.4.4,5.0,1200,4,1024,Y,127,720x1280,8,N,850 / 900 / 1800 / 1900,9/14,,http://www.gsmarena.com/motorola_moto_g_(2nd_gen)-6647.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorola,Moto G,MOTOG 8G,8,"'falcon_cdma', 'falcon_umts', 'falcon_umtsds'",,,£179.00,http://www.techradar.com/reviews/phones/mobile-phones/moto-g-1300373/review,Android,4.3,5.1.1,1200,4,1024,N,114.3,720x1280,5,N,850 / 900 / 1800 / 1900,11/13,,http://www.gsmarena.com/motorola_moto_g-5831.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorola,Moto X,MOTOX,16,"'ghost', 'victara'",,,£434,http://www.techradar.com/reviews/phones/mobile-phones/moto-x-style-1300371/review,Android,4.4.2,5.1,1700,2,2048,N,119.38,720x1280,10,Y,850 / 900 / 1800 / 1900,8/13,,http://www.gsmarena.com/motorola_moto_x-5601.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorola,Nexus 6,NEXUS 6 32G,32,'shamu',,,£499.00,http://www.techradar.com/reviews/phones/google-nexus-6-1271190/review,Android,5.0,6.0,2700,4,3072,N,151.384,1440x2560,13,Y,850 / 900 / 1800 / 1900,11/14,,http://www.gsmarena.com/motorola_nexus_6-6604.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motorola,Nexus 6,NEXUS 6 64G,64,'shamu',,,£549.00,http://www.techradar.com/reviews/phones/google-nexus-6-1271190/review,Android,5.0,6.0,2700,4,3072,N,151.384,1440x2560,13,Y,850 / 900 / 1800 / 1900,11/14,,http://www.gsmarena.com/motorola_nexus_6-6604.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 1020,LUMIA 1020,32,,,,£600,http://www.expertreviews.co.uk/mobile-phones/53171/nokia-lumia-1020-review-the-ultimate-cameraphone,Windows,8.0,8.1,1500,2,2048,N,114.3,768x1280,41,Y,850 / 900 / 1800 / 1900,7/13,,http://www.gsmarena.com/nokia_lumia_1020-5506.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 1520,LUMIA 1520,16,,,,£600,http://www.expertreviews.co.uk/mobile-phones/53172/nokia-lumia-1520-review,Windows,8.0,8.1,2200,4,2048,Y,152.4,1080x1920,20,Y,850 / 900 / 1800 / 1900,11/13,,http://www.gsmarena.com/nokia_lumia_1520-5760.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 520,LUMIA 520,8,,,,£115.00,http://www.trustedreviews.com/nokia-lumia-520-review,Windows,8.0,8.1,1000,2,512,Y,101.6,480x800,5,N,850 / 900 / 1800 / 1900,4/13,,http://www.gsmarena.com/nokia_lumia_520-5322.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 530,LUMIA 530,4,,,,£90,http://www.techradar.com/reviews/phones/mobile-phones/nokia-lumia-530-1263121/review,Windows,8.1,,1200,4,512,Y,101.6,480x854,5,N,850 / 900 / 1800 / 1900,8/14,,http://www.gsmarena.com/nokia_lumia_530-6523.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 620,LUMIA 620,8,,,,£150,http://www.trustedreviews.com/nokia-lumia-620-review,Windows,8.0,8.1,1000,2,512,Y,96.52,480x800,5,N,850 / 900 / 1800 / 1900,1/13,,http://www.gsmarena.com/nokia_lumia_620-5147.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 625,LUMIA 625,8,,,,£179.99,http://www.trustedreviews.com/nokia-lumia-625-review,Windows,8.0,8.1,1200,2,512,Y,119.38,480x800,5,Y,850 / 900 / 1800 / 1900,8/13,,http://www.gsmarena.com/nokia_lumia_625-5438.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 630,LUMIA 630,8,,,,£99.99,http://www.trustedreviews.com/nokia-lumia-630-review,Windows,8.1,,1200,4,512,Y,114.3,480x854,5,N,850 / 900 / 1800 / 1900,5/14,,http://www.gsmarena.com/nokia_lumia_630-6232.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 635,LUMIA 635,8,,,£61.81,£130,http://www.trustedreviews.com/nokia-lumia-635-review,Windows,8.1,,1200,4,1024,Y,114.3,480x854,5,Y,850 / 900 / 1800 / 1900,6/14,,http://www.gsmarena.com/nokia_lumia_635-6254.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 720,LUMIA 720,8,,,,£299.99,http://www.trustedreviews.com/news/nokia-lumia-720-now-available-in-the-uk,Windows,8.0,8.1,1000,2,512,Y,109.22,480x800,6.7,N,850 / 900 / 1800 / 1900,4/13,,http://www.gsmarena.com/nokia_lumia_720-5321.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 735,LUMIA 735,8,,,,£190,http://www.trustedreviews.com/nokia-lumia-735-review,Windows,8.1,10,1200,4,1024,Y,119.38,720x1280,6.7,Y,850 / 900 / 1800 / 1900,9/14,,http://www.gsmarena.com/nokia_lumia_735-6639.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 800,LUMIA 800,16,,,,£341,http://www.techradar.com/reviews/phones/mobile-phones/nokia-lumia-800-1039101/review,Windows,7.5,7.8,1400,1,512,N,93.98,480x800,8,N,850 / 900 / 1800 / 1900,11/11,,http://www.gsmarena.com/nokia_lumia_800-4240.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 820,LUMIA 820,8,,,,£225.37,http://www.techradar.com/reviews/phones/mobile-phones/nokia-lumia-820-1094951/review,Windows,8.0,8.1,1500,2,1024,Y,109.22,480x800,8,Y,850 / 900 / 1800 / 1900,11/12,,http://www.gsmarena.com/nokia_lumia_820-4968.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 920,LUMIA 920,32,,,,£450.00,http://www.trustedreviews.com/nokia-lumia-920-pureview-review,Windows,8.0,8.1,1500,2,1024,N,114.3,768x1280,8,Y,850 / 900 / 1800 / 1900,11/12,,http://www.gsmarena.com/nokia_lumia_920-4967.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 925,LUMIA 925,16,,,,£129,http://www.techradar.com/reviews/phones/mobile-phones/nokia-lumia-925-1151006/review,Windows,8.0,8.1,1500,2,1024,N,114.3,768x1280,8,Y,850 / 900 / 1800 / 1900,6/13,,http://www.gsmarena.com/nokia_lumia_925-5451.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nokia,Lumia 930,LUMIA 930,32,,,,£449.00,http://www.trustedreviews.com/nokia-lumia-930-review,Windows,8.1,,2200,4,2048,N,127,1080x1920,20,Y,850 / 900 / 1800 / 1900,7/14,,http://www.gsmarena.com/nokia_lumia_930-6227.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Ativ S,ATIV S I8750,16,,,,£273,http://www.techradar.com/reviews/phones/mobile-phones/samsung-ativ-s-1094050/review,Windows,8.0,8.1.1,1500,2,1024,Y,124.46,720x1280,8,N,850 / 900 / 1800 / 1900,12/12,,http://www.gsmarena.com/samsung_ativ_s_i8750-4960.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy A3,GALAXY A3 (A300),16,"'a33g', 'a3lte', 'a3ltechn', 'a3ltectc', 'a3ltedd', 'a3lteslk', 'a3ltezh', 'a3ltezt', 'a3ulte', 'a3xelte'",4.99,£139.17,£225.80,http://www.techradar.com/reviews/phones/mobile-phones/samsung-galaxy-a3-1279601/review,Android,4.4.4,5.0.2,1200,4,1536,Y,114.3,540x960,8,Y,850 / 900 / 1800 / 1900,12/14,,http://www.gsmarena.com/samsung_galaxy_a3-6762.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy A5,GALAXY A5 (A500),16,"'a53g', 'a5lte', 'a5ltechn', 'a5ltectc', 'a5ltezh', 'a5ltezt', 'a5ulte', 'a5ultebmc', 'a5ultektt', 'a5ultelgt', 'a5ulteskt', 'a5xelte', 'a5xeltecmcc', 'a5xeltektt', 'a5xeltelgt', 'a5xelteskt', 'a5xeltextc', 'a5xltechn', 'a5xeltextc'",5.49,£166.31, £199.99,http://www.techradar.com/reviews/phones/mobile-phones/samsung-galaxy-a5-1279602/review,Android,4.4.4,5.0.2,1200,4,2048,Y,127,720x1280,13,Y,850 / 900 / 1800 / 1900,12/14,,http://www.gsmarena.com/samsung_galaxy_a5-6761.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Ace 2,GALAXY ACE 2 I8160,4,"'GT-I8160', 'GT-I8160L', 'GT-I8160P'",,,£239.99,http://www.trustedreviews.com/samsung-galaxy-ace-2-review,Android,2.3,4.1.2,800,2,768,Y,96.52,480x800,5,N,850 / 900 / 1800 / 1900,5/12,,http://www.gsmarena.com/samsung_galaxy_ace_2_i8160-4559.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Ace 3,Galaxy Ace 3,4,"'logan', 'logan3gcmcc', 'logands'",3.99,,£175.00,http://www.expertreviews.co.uk/mobile-phones/53454/samsung-galaxy-ace-3-review,Android,4.2,,1000,2,1024,Y,101.6,480x800,5,Y,850 / 900 / 1800 / 1900,7/13,,http://www.gsmarena.com/samsung_galaxy_ace_3-5479.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Ace 4,GALAXY ACE 4 G357,8,"'vivalto3g', 'vivalto3mve3g', 'vivalto5mve3g','vivaltolte', 'vivaltonfc3g'",4.99,,£150.00,http://www.mobilefun.co.uk/blog/2014/10/sim-free-galaxy-ace-4/,Android,4.4.4,,1200,4,1024,Y,109.22,480x800,5,Y,850 / 900 / 1800 / 1900,9/14,,http://www.gsmarena.com/samsung_galaxy_ace_style_lte_g357-6706.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Ace,GALAXY ACE S5830,0.15,"'GT-S5830','GT-S5830B','GT-S5830C','GT-S5830D','GT-S5830F','GT-S5830G','GT-S5830L','GT-S5830M','GT-S5830T','GT-S5830i','GT-S5831i','GT-S5838','GT-S5839i','GT-S6358','SCH-I619','SHW-M240S','heat3gou','heatlte'",,,£95,http://www.techradar.com/reviews/phones/mobile-phones/samsung-galaxy-ace-930912/review#best-price-article-top,Android,2.3,,800,1,278,Y,88.9,320x480,5,N,850 / 900 / 1800 / 1900,2/11,,http://www.gsmarena.com/samsung_galaxy_ace_s5830-3724.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Ace Style,GALAXY ACE STYLE G310,4,"'heat3gtfnvzw', 'heatnfc3g', 'heatqlte'",,£58.64,,,Android,4.4.2,,1200,2,512,Y,101.6,480x800,5,N,850 / 900 / 1800 / 1900,5/14,,http://www.gsmarena.com/samsung_galaxy_ace_style-6284.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Alpha,GALAXY ALPHA G850,32,"'slte', 'slteatt', 'sltecan', 'sltechn', 'sltektt', 'sltelgt', 'slteskt'",5.49,£265.00,£461.77,http://www.techradar.com/reviews/phones/mobile-phones/samsung-galaxy-alpha-1263303/review,Android,4.4.4,5.0.2,1800,4,2048,N,119.38,720x1280,12,Y,850 / 900 / 1800 / 1900,9/14,,http://www.gsmarena.com/samsung_galaxy_alpha-6573.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Core Prime,GALAXY CORE PRIME G360,8,"'core33g','coreprimelte','coreprimelteaio','coreprimeltelra','coreprimeltespr','coreprimeltetfnvzw','coreprimeltevzw','coreprimeve3g,'coreprimevelte','cprimeltemtr','cprimeltetmo','rossalte','rossaltectc','rossaltexsa'",,,£110,http://www.techradar.com/reviews/phones/mobile-phones/samsung-galaxy-core-prime-1313955/review,Android,4.4.4,5.1.1,1200,4,1024,Y,114.3,480x800,5,Y,850 / 900 / 1800 / 1900,11/14,,http://www.gsmarena.com/samsung_galaxy_core_prime-6716.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Fame,GALAXY FAME S6810,4,"'SCH-I629','nevis','nevis3g','nevis3gcmcc','nevisds','nevisnvess','nevisp','nevisvess','nevisw'",,£60.46,£180,http://www.techradar.com/reviews/phones/mobile-phones/samsung-galaxy-fame-1133534/review#best-price-article-top,Android,4.1.2,,1000,1,512,Y,88.9,320x480,5,N,850 / 900 / 1800 / 1900,3/13,,http://www.gsmarena.com/samsung_galaxy_fame_s6810-5279.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy Mega 6.3,GALAXY MEGA I9205,8,"'melius3g','melius3gduosctc','meliuslte','meliuslteMetroPCS','meliuslteatt','meliuslteatt','meliusltektt','meliusltelgt','meliuslteskt','meliuslteskt','meliuslteusc'",,,£449,http://www.trustedreviews.com/samsung-galaxy-mega-6-3-review,Android,4.2.2,4.4.2,1700,2,1536,Y,160.02,720x1280,8,Y,850 / 900 / 1800 / 1900,6/13,,http://www.gsmarena.com/samsung_galaxy_mega_6_3_i9200-5398.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
